id,text,hash_tag
CesFEo1JMDl,"겸허히 받아들이겠습니다!
.
.
.
.
주체급 -60으로 미스터강원때 후회없는 경기 하겠습니다!!
#후회 #자만 #나태 #화남
.
뼈만 남겨 보자!!!!",화남
CevA_sLMEBg,주문한 음식이 늦어져서 굉장히 심기가 불편한 상태 ㅡㅡ 유명한 맛집이니까 일단 참는다... 배고파 ㅠ #화남 #먹스타,화남
Ceqm5q1p7yg,"⠀

알바가너무싸가지없어서#화남#왜죠????#왜

#EU파리

#기억할만한지나침

#이유는여행중#이유파리
#PARIS#PARISinEU✈️
#2022 6월1일~6일#파리
#여행이좋은이유#내가있어야할곳
#여행#여행룩#여행이좋다#TRAVEL
#어느멋진날#거기있나요?#반짝이는일상",화남
Ce3REOhp4E3,"𝒟+27
잠자는 지한이 씻겼더니 화나서 코 구멍이 엄청 커졌다 ㅋㅋㅋ
아들아 피곤해도 씻고 자야 개운하지... 너 땀 많이 흘렸짜나 🤣",화남
CetSy2vPDv1,"유하 1576일, 하린 740일째 🍻🎂

엄마의 자부의 날임
보람이랑 민지랑 세상 신나게 놈..
우리의 동영상은 무덤까지 가져갈게
너무 즐거웠어 !!
육아를 나보다 먼저한 선배 보람이
얼집선생님이었어서 궁금한거
물어보면 얘기 다해주는 민디옹
물린거 땜에 너무 속상해서 얘기했는데
열심히 들어주고 얘기도 해주고
너무 고마움 ❤️
.
신랑이 얼집 하원할때 같이 감.
얼집을 뒤집어 엎어버릴까
아니면 조용히 애기 해보고 올까
나한테 어떻게 해줬으면 좋겠냐고 물음
솔직히.. 나는 매번 봐야 하니
그냥 조용히 아빠가 나서서 애기라도하면
괜찮아 지겠지 해서 차분히 얘기해달라함
신랑이 내 의견을 따라 선생님께
조곤조곤 열심히 하나하나 얘기함
.
같은 한 교실을 쓰지만
반이 다른 아가들..
그친구는 생일이 빠르지만 말은 아직..
우리하린이는 언니가 있어서그런지
행동도 말도 빨라서 둘이 잘맞는듯
그런데 이런 사건이 벌어져서 속상
선생님이 두분이라.. 그 문 친구 선생님이
그 아이 부모님에게 전화로 말씀드렷고
그 부모님이 죄송하다고 전달해달라고
그래서 그 다른반선생님께서 우리 담임쌤에게 죄송하다 전달을 해달라고 했고
우리담임쌤이 죄송하다 전달함.
신랑이 애초에 사과를 전달전달전달
하는식은 좀 아니지 않냐..
직접 하던가, 해야지 이런식으로 전달의사과는 아닌거 같다 말하니..
선생님께서 알겠다고 하심.
암튼 하나하나 말 꼬투리 잡고 얘기하려다가 말았다고 민수도 엄청 참고 얘기함..
자꾸 이해좀 해달라고 말씀하시니..
열받았지만.. 그런일 없게 잘 좀 봐달라고하고 옴..
.
.
#유하1576일 #하린740일 #아빠얼집찾아감 #선생님이랑대화 #넘나속상 #너무많이참는걸까 #화를낼껄 #속으로부글부글 #전달식의사과 #화남 #엄마자부의날 #이모들과속풀이 #한결나아짐 #동영상은무덤까지 #도치맘 #개띠맘 #쥐띠맘 #자매맘 #딸맘 #육아맘 #수원맘 #일상 #소통 #육아 #좋아요",화남
Ceh8vmYv5JE,".
오빠 사진 진짜 못찍네……
건진게 없어서 뒷모습만 올림🫠

#화남",화남
Ce5NWe0rhGH,"갑자기 혈압이 높다
몇주째 계속 180~150선을
넘나들고 있따
이젠 진짜 혈압약을 먹어야겠따
아~~
나도 나이 멱어 가나보다
우울하다 ㅡㅠ

#고혈압
#짜증
#우울
#화남
#이대로쓰러짐?
#미쳐",화남
Ceiga_lJPu5,"서울대학교병원
출입증도 너덜너덜...
교체했다

엄마 입원 ㅜㅜ
빨리 좋아지셔서 퇴원하면 좋겠다
보호자도 한 명만 ㅜㅜ
교대시마다 코로나검사 ㅜㅜ
윽 ㅡㅡ
건강합시다~~!!

#입원#서울대학교병원
#대학병원#응급실
#불친절ㅜㅜ#화남",화남
CehlyMoJRA7,"공감 능력 부족 정도가 아닌듯🤬
한 번이라도 참아준 여친이 보살이다!

⭐️여러 이야기를 모아 보여드려요⭐️

#커플썰 #썰 #화남 #소통 #공감능력 #세상에 #레전드썰 #좋아요 #레전드썰 #커플 #맞팔 #짜증 #화나는썰 #화딱지 #커플싸움 #이별",화남
Ceug0nFPH7a,Fuckin M'onday 😡,화남
Ce8AQNClroH,"크롭티 후기 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
🐶귀욤 동물짤 보러가기 👉 @dog._.angry
━━━━━━━━━━━━━━━
.
.
.
#크롭티 #후기 #화남 #반팔 #대참사 #동대문",화남
Ce2LNYkpkbz,"토리😼
.
.
#토리 #귀여움 #화남 #짜증 #고양이 #😼",화남
CeqxQlMhV3F,"괜히 공항에서 폼잡아보기ㅋㅋㅋㅋ
아니 근데 소세지의 나라인데 왜 부어스트하나 파는곳이 없냐 공항에😡#Frankfurtairport#in#독일#소세지의나라#소세지없어#화남#집에가자#김치찌개#목우촌소세지#먹자",화남
CexXxQ5jmCP,"들어갈수 있을거 같은데….이런시바! 안들어 가네😡😡(소리 필수!)
뚠뚠이의 비애",화남
Cew78w5PDYu,"🤯😱😤둘째머리카락..🤦‍♀️
어제 저녁늦게 사고침✂️
둘다 서로 자기가안했다고...😡

#형제맘 #아들맘 #두아들맘 #육아
#화남 #셀프커트",화남
Cefj6aJrLpq,"#부들부들#화남#내작품들
ㅡ 에휴.. 전시 목적으로 빌려간 작품들이 만신창이가 되어서 돌아왔네.. 진짜 부들부들!!! 더 안전한 곳으로 사랑 받는 곳으로 보내줄께 ㅠㅅㅜ 미안하구나 다시 손 봐야하는 애들도 있고
진짜 이게 뭐람? 내 잘못이지..🥕마켓 피해..ㅠㅅㅜ",화남
CelUueUhdTd,팔짱끼고 노려보는 뭉뭉이 🙄 ㅎㅎ,화남
Ce5GlxIOF92,"표정 ㅋㅋㅋㅋㅋㅋ
🐶귀욤 동물짤 보러가기 👉 @dog._.angry
━━━━━━━━━━━━━━━
.
.
.
#강아지 #주인 #산책 #목줄 #2순위 #화남 #댕화남 #반려동물",화남
CeyMZvvJKIJ,강애취 럭키,화남
CexiNDuJ4BG,"주체할 수 없을 정도로 화가나서 손 가는대로 씀...
막써서 글씨가 못났네...
ㆍ
ㆍ
ㆍ
ㆍ
#빡침 #빡침주의 #빡침주의보 #캘리 #캘리스타그램 #캘리그라피 #붓캘리 #붓캘리그라피 #붓 #글 #글씨 #화남 #화가난다 #진정 #진정하자",화남
CevyUtIBFoD,"💕
2022.6.12.
부모참여수업 ""숲체험""
놀이터에서 더 놀고 싶은 딸
하지만 진행은 시작 되고 울기시작
달래며 시작된 숲체험
시간이 지나며 점점 즐거워 하는
우리서연이 줄도 잘타고_
와우👍🏻👍🏻👍🏻👍🏻👍🏻
미션 성공으로 선물도 타고
.
.
손수건으로 솔방을 튕기기
(여보 저 뒤로 잠시 와볼래??)
싸울뻔 .. 했지만
잘 넘겼다 휴~😤😤
.
.
#부모참여수업
#숲체험
#송도솔밭🌲
#미끄럼틀원없이타기
#중간에포기할뻔
#화남
#하지만잘했어
#잘참았어!!!👏🏻
#줄타기도잘하는
#우리귀염둥이
#오늘최고였어
#기특하다내새끼❤️",화남
Ce2qcdqvpLM,"'마브 메타버스 심리상담' 6월 프로모션을 모집합니다🤗

이번 프로모션 상담은 다양한 문제를 가지고 개인상담과 집단상담으로 진행되며 배지석 선생님과 김에스더 선생님께서 상담해주십니다.
.
✔️신청방법: 홈페이지-> 공지사항 -> 구글폼 신청 or QR코드
✔️신청대상: 대인관계의 어려움이 있으신 분들
✔️상담일정:
- 개인상담 6월 20일부터
- 집단상담 6월 27일부터

✔️ 상 담 내 용 :
- 개인상담 1회기 (50분)
- 집단상담 1회기 (90분)
✔️상담비용: 1회기당 7,000원
✔️진행절차: 마브 인스타 게시물 참고
✔️기타문의: 마브 인스타 𝙙𝙢
.
많은 관심과 신청 부탁드립니다🍀

#메타버스 #개인상담 #집단상담 #배대면상담 #VR #인게지이 #심리상담 #우울 #불안 #고립감 #자존감 #독박육아 #외로움 #화남 #분노",화남
Ce2JzftBc5o,"칭구들 만나러 🐑🐑🐑

#감성 #생각 #화남 #점심 #오늘 #데일리 #일상 #섹시한 #각선미 #다리 #섹시미#몸스타그램 #몸매 #다리스타들만 #하람 #부르마 #수영복 #몸매 #눈호강 #아름다움#남자신음 #여자신음 #섹스타그램#섹코드#섹스타그램
#일탈계정 #디엠할사람 #ㅍㅅ #가슴 #일탈 #몸매 #스타킹 #검스",화남
CeyifXspIsC,"엄마가 나 사준건데에
큰언니가 반찬으로 먹는다구
자꾸 내 고등어 뺏어가려고 하잖아 💢
#화난강쥐 #오메가강쥐 #화남",화남
CfOZFucrogK,"와 미친거 아닌가

#새아빠#극악무도#쓰레기#ㅁㅊ#욕나옴#욕나옴주의#화남#화남주의#빡침#빡침주의#빡치네#정말#공유#썰#썰그램#화남그램",화남
CeuZQ0DvClX,엄마 어제 외박했자나!! 엄마한테 안갈거야!!😡 아빠랑만 놀아야지😤(하루사이에 꼬질해졌넹.. 눈꼽떼줄게 이리와 모래야😂),화남
CeoBtd1BOxZ,"요즘 지안이는 제법 감정이 다양해진것같다
맘에든거 빼앗았을때 승질도내고, 되집기후 뿌듯해하면서 박수도 치고,노래에 맞춰 리듬도 탄다!! (단!엄마가10cm안에 있어야함)신기방기 ㅋ 너무 오르락내리락이라 너무 어지럽다 .. 내가 그랬는데 ㅋㅋ이제 가만히 안 있으려하고 엄청구르고 소리지르고 뒤로가고 ㅋㅋㅋㅋㅋㅋ 신나게놀고 낮잠 코골면서 잘자고 ㅋㅋ 밤잠도 잘자줘 .. 지안이 무릎을 세워서 기어가려고 준비하는갓같다…. 허허… 천천이커 사랑해!! 🧡

#220610#231일아기#화남#짜증#소리지름#행복#뿌듯#즐거움#왜엄마는승질만나는지..휴",화남
CehucwKJ5h-,"누나가 나 아빠한테 두고 누나만 나가서
나 화났어 🤬

#화난강아지 #화남 #꿍얼꿍얼 #멍스타그램 #멍팔 #멍팔맞팔",화남
Ce0FF5lLD-R,화난 꼬미 모음집#화남 #분노 #강아지 #강아지일상,화남
CeiYK5CJSmL,"강이 안녀~엉👋👋
했더니 겁나 화냄😡

#탄이 #탄이스타그램 #탄땡이 #강이 #강이스타그램 #프렌치불독 #프렌치불독스타그램 #불독스타그램 #프불스타그램 #프불 #불독 #일상소통 #소통 #화남 #frenchbulldog #bulldog #dog #dogstagram #puppy #instagram #instagood #instadaily #instalike #daily #f4f #l4l #followforfollowback #like4likes #フレンチブルドッグ #ブルドッグ",화남
Ce0Bw7rvGv8,"아침에 외출하려고 화장할때
옆에서 째려보더니
돌아와보니
집이 이 모양
#고양이#고영희#우리집고영#무의#화남#냥스타그램#캣스타그램#집사의삶#힘들다#엄마집사",화남
CeZ3sRnPmXT,"예민한 사춘기 소년/소녀에 몰입해서 써봤어요.
저도 사춘기가 있었으니까요 ㅎㅎ

이해 못 하는 어른들을 돌려서 비판한겁니다.
더 나아가 우리 사회를 병들게 하는 기성세대를...

#자작시 #글스타그램 #시스타그램 #시 #감정 #감성 #오지랖 #극혐 #제일싫어 #적반하장 #적반하장도유분수지 #그거병이야 #반지성 #사회성결핍 #비판 #비난 #너야너바로너 #화남 #짜증 #위로 #괴롭힘 #사회부적응자 #사회부적합자 #반사회성인격장애 #교육의중요성 #나이는숫자일뿐 #과몰입 #에티켓 #매너 #사춘기",화남
Ce3Ss9MBSm3,"상대방의 말 행동
안받으면 됩니다
그건 내 것이 아니라
상대방의 것이지요🌱
다 너 가져!!😝

어데로 갔나~~?
영상이 사라져서 다시 올려요😅

요즘 저는
전환이 되기위한 과정인듯
다양한 감정이 내 안에 교차하고
온갖 감정들과 싸웁니다
결국은 나 입니다
나
나의 수행
나의 문제
나의 공부
모두 마음 편안하시길요🌱
편안한 밤 되세요😊🙏

#진용#삶#수행#공부#부처님#불교#상담#심리#상담심리#심리상담#대학원#예술치료#미술치료#표현예술치료#화이팅!#마음#행복#즐거움#우울함#화남#짜증나# 좋다#다 ^^",화남
CfDHm0UvPR9,"숙박사이트 사기
결제되서 먼가 가서 결제했는데 예약할때 넣은 카드번호로 이미 결제
ㅋㅋ 25일 예약이 20예약?
이멜로 보내주신다던 예약확인도 안오고 ㅋㅋ 진주에서 일정도없이 서울을가서 잤다고?ㅋㅋ
호텔은 환불안된다케서 아고다 연락하니 예약번호없어안되 호텔에 즈나하니 부*닷컴이고 번호불러줘서 연락하니 아*다에 이야기하라고 앵무새마냥 반복
열받아 경찰서.변호사통화 하고 공정위원회 전화넣고 #숙박사기 #인터넷사이트사기 #사기 #사기업체 #나몰라라 #널리알려야되 #사기꾼들 #열받네 #진주 #서울 #여행계획빡침 #빡침 #화남 #환불안됨 #개같네 #개소리",화남
Ce1CCacJDRl,"이게바로 흔들린샷ㅋㅋㅋ
시험 열심히 준비하자!
우리 3명은 미용인ㅎㅎ
#슬픔 #기쁨 #화남 #즐거움
#애들아 #사랑해",화남
CedhnYFpyKc,"👉🏻👉🏻@lovely_byn재밌는 짤과 영상 많아요🥰
.
.
.
.
.
.
.
.
.
#샤워하다가 #욕조 #박살낸 #딸 #실화 #아픈데 #화남 #안다치면 #다행",화남
Ce0ktgwP9dy,"⠀
본인 주제파악이나 잘하세요;;

——————————————
좋아요,팔로우,댓글 감사합니다💕",화남
CewG9_3hYeP,"#자작시 #글스타그램 #시스타그램 #시 #스무살 #그립다 #이십세 #감정 #감성 #짧시 #글귀 #분노 #화남 #청춘 #낭만 #피끓는청춘
#그때 #아련하다 #어렸을때 #철없던시절 #고민없던시절 #욕인듯욕아닌듯 #욕설아님주의",화남
Cekq1txlp84,"ㅋㅋㅋㅋㅋㅋㅋㅋ 사진만 봐도 빡침 ㅋㅋ
.
.
@ddobs_s
.
.
#핫이슈 #이슈 #아이돌 #연예인 #연예 #좋아요 #좋반 #좋테 #좋튀 #선팔맞팔 #선팔하면맞팔 #맞팔환영 #좋아요그램 #맞팔해요 #잼11 #핵잼꿀잼 #대유잼 #올림픽공원 #올림픽공원역 #나홀로나무 #개빡침 #웃김주의 #빡침 #화남 #빵터짐 #웃겨죽음 #유머짤 #유머집합소 #유머그램",화남
CelLfSHvkB-,"천안 핸드폰포렌식 스마트폰 데이터복구 전문업체 긴급복구닥터
안녕하세요. 휴대폰 데이터복구 전문업체 긴급복구닥터입니다. 무더운 날씨가 기승을 부리고 있어 외출이 어려운 요즘입니다. 이럴때일수록 가급적 외출은 피하시는게 좋겠죠? 무엇보다 안전과 건강이 가장 중요한 시기인만큼 건강관리에 유의하셔서 보다 활기차고 기분좋은 하루하루를 보내시길 바라겠습니다.


긴급복구닥터는 고객님의 소중한 데이터를 위해 성실하게, 최선을 다해 업무를 수행하는 곳이었어요. 누구나 한번쯤 소중한 데이터를 실수로 삭제하거나 파손,침수,고장 등으로 인해 유실된 데이터를 복구하기 위해 고민을 해보셨을텐데요. 그 중에서도 휴대폰은 일상에서 자주 사용을 하기도 하고 수많은 개인정보와 소중한 추억, 중요한 데이터를 가득 담고 있어 무척 중요하다고 할수 있는데요.


하지만 나도 모르게 중요한 데이터를 삭제하기도 하고 원인 모를 고장으로 확인할수 없게 되어 난감해질수 있어요. 긴급복구닥터에서는 핸드폰포렌식 전문장비와 최신 복구프로그램을 통해서 고객님의 소중한 데이터를 거의 완벽하게 복구해드리고 있어요. 높은 복구율을 자랑하고 있어 고객님들의 만족도가 무척 높으며 복구 잘 하는 곳으로 칭찬이 자자할 정도였어요. 언제든 데이터복구, 핸드폰포렌식 복구로 든든한 곳을 알아보신다면 긴급복구닥터와 함께 하시길 바랄께요^^

얼마전 지점을 통해 방문해주신 고객님께서는 휴대폰 데이터용량이 꽉 차서 데이터 정리를 하다가 갤러리의 폴더 전체를 삭제하게 되어 난감해하셨어요. 아이의 성장과정이 담겨있던 폴더이다보니 매우 소중한 사진과 동영상들이었는데요. 다행이 고객님께서도 빠르게 지점을 방문해주셨기 때문에 거의 완벽하게 깔끔하게 복구가 되어 만족스러운 결과를 보여드릴수 있었어요. 데이터는 복구율을 높이기 위해서라도 빠르면 빠를수록 좋기 때문에 가급적 지체하지 마시고 신속하게 전문가의 도움을 받으시는 것이 필요했어요.

휴대폰은 사용을 할수록 사용한 기록들이 쌓이게 되어 삭제된 데이터의 복구율이 낮아질수 있어요. 핸드폰포렌식 긴급복구닥터는 시간관계없이 복구가 필요한 순간 언제라도 이용하실수 있도록 1년 365일 24시간 휴일없이 운영을 하고 있으니 가까운 지점을 통해 답답한 마음을 속시원하게 해결해보시길 바랄께요. 다른업체보다 비용 부담을 줄여드리기 위해 착한 비용으로 운영을 하고 있으며 출장방문서비스를 제공해드리고 있어 더욱 편리하게 데이터를 복구하실수 있어요.

언제든 대표번호 1877-9856 로 연락주시면 친절하고 자세한 상담을 도와드릴께요. 고장,파손,침수된 휴대폰은 물론이고 오래된 휴대폰부터 최신형 스마트폰까지 기종이나 제조사 상관없이 맡겨만 주시면 최선을 다해 복구해드리고 있어요. 또한 이외에도 외장하드,USB,SD카드,블랙박스영상,CCTV SD카드, 바이러스,하드디스크 복구 등 다양한 데이터 복구도 가능했어요.

나도 모르게 설정된 비밀번호나 패턴해제도 가능할 뿐만아니라 타인에게 노출하고 싶지 않거나 삭제하고 싶은 데이터를 영구적으로 삭제할수도 있어서 편리하게 이용해주실수 있었어요.


만약 사용하던 휴대폰을 중고거래 하신다면 더이상 복구가 되지 않도록 마치 흔적조차 없이 영구삭제를 하시는 것이 필요했어요. 중고거래된 휴대폰을 통해서 개인정보가 유출되고 이를 통해 보이스피싱이나 카카오톡피싱의 피해를 입는 사례가 늘어나고 있기 때문에 가급적 안전하게 보호할수 있도록, 데이터 복구가 불가능하도록 영구삭제를 하시길 바랄께요. 무엇보다 고객님의 소중한 데이터인만큼 복구 및 영구삭제를 진행할때에도 직접 업무를 수행해드리고 있고 철저하게 보안을 하고 있어 안심하고 맡겨주실수 있어요.

핸드폰포렌식 긴급복구닥터에서는 오랜 경력의 전문엔진니어만으로 구성이 되어있어 뛰어난 기술력과 노하우를 통해 고객님의 답답한 마음을 시원하게 해결해드리고 있어요. 소중한 데이터를 잃어 속상하실때, 소중한 나의 사생활을 지키고자 하실때 언제든 맡겨만 주시면 깔끔하게 해결하고 최고의 만족을 드리기 위해 노력하겠습니다. 감사합니다!

대표번호 1877-9856
010-2362-9046
#상주포렌식
#카카오톡복구
#핸드폰패턴해제
#삼성휴대폰복구
#오픈채팅복구
#삭제메세지복구
#블랙박스복원
#cctv복구
#핸드폰사진복구
#전화내역복구
#아이폰복구삭제
#구미
#예천
#안산
#아산
#가평
#논산
#충주
#남양주
#공주
#영주
#경산
#화성
#화남",화남
Ce7WaFMvHG0,"토모닝~ 💕
오늘은 꼭 망고 빙수 먹으러가기🍧🍧
.
아침에 일어나서 새소리도 들리고 햇볕도 이쁘고~ 아 기분좋아 ~~했는데
방에서 나가는 순간....🤬
🤬🤬집부터 치워야겠다
#제발좀제자리에_만지지를말든가",화남
Ce5VFM5rM6g,".
나 화났어 !!!💨💨
주름 퐉!콧김 퐉!
.
#상상그림",화남
CfOc-NfrOuj,🐃#일로 😓#신기동 🌓#안양역 ☀#고양 🐩#보수 ⭐#반포 🍞#다도 😀#묵호 🍍#화남 🐆#남성 🐚#삼전 🐜#상갈동 🐋#궁동 🌿#중촌동 😫#왜관 👮#이현 😹#화명,화남
Ce0tA50JQsX,"피자먹는데 두번의 기회 모두 날려버림ㅋㅋㅋㅋ
웃기면서 화나고 어이가 없넼ㅋ

#피자#ㅠㅠ#어쩌지#ㅋ#안돼#소스#기회#어떡해#ㅜㅜ#웃긴#어이없음#화남",화남
CekqoafvlHP,"두번다시 만나는일은 없을거고 생각없이 말 내뱉는 너가 아직도 생각하면 어이가 없구나 또 가계정파서 연락하고 염탐하겟지 ? 꼭봐줫으면 좋겟당 #이별 #화남 #소통 #좋아요 #팔로우늘리기 #좋아요반사 #좋

반 #좋아요늘리기 #팔로우 #팔로우미 #맞팔 #맞

좋 #일상 #좋아요꾹 #셀스타그램 #좋반테러 #좋

아요그램 #instagood #likefoefollow #lfl #fff

#f4f #TBT #follow4follow #like

#likeforlikes #like4like #ulzzang

#ulzzanggirl #フォローバック #いいねした人",화남
Cei1Ekcv663,"안심스테이크~
고기 땡긴다고 해줬더...밥상앞에서 신경전 벌리다 화가남..
나의 신경 건들여 놓고...아무렇지도 않은듯 고기.밥 다 먹는녀석..대다나다...
#안심스테이크#한우#레어#아들#조언이 잔소리#넘챙겨도 문제#화남#왕짜증",화남
CenFC80l9E7,"항생제 주사 맞고 기분이 훅 다운. 우와ㅡ대박아픔ㅜㅠ15분을 기다시피 걸었다.

#급짜증 #급우울 #현타 #짜증 #우울 #화남 #신경질 #어질어질 #이러지말자 #그러지말자 #좋은생각만",화남
CeazU6CvxF0,누나한테 말대꾸하면서 태연한 척 오지네... 한 판뜨고 싶다#화남 #동생,화남
CdXLLI4lZln,"오늘 하루 행복해질 수 있는 마법 @one.zzal

ㅋㅋㅋㅋㅋㅋㅋ톰과제리가타
.
.
.
#뜻밖의여정#이서진#윤여정#티키타카#톰과제리#매니저#나영석#나피디#La#화남#혼남#짤#유머#유머스타그램#유머저장소#예능#좋반#좋아요반사#좋아요#선팔하면맞팔#선팔#맞팔#팔로우#꿀잼#짤방#웃긴영상#웃긴짤",화남
Ce5UglWv9WM,":)
나는 저런 사람들처럼 나이들지말아야지.
세상에 있는 모든 욕과 상처되는 말을 전부 퍼부어주고싶지만 내 가족들을 위해 참고 눌렀다. 내가 정당한 입장에서 상처되는 말을 했어도 어쨋든 상처되는 말을 함으로써 내 남편이 혹여나 화를 입을까싶어 멈칫하는게 사람이더라. 아이가 있는 집은 내 아이를 위해 참더라. 그런데 나보다 몇십년을 더 살았을 사람들이 그리고 아이가 셋이나 있다는 사람이 인생을 어떻게 저렇게 살아갈까 무섭지도 않나보다. 지금 이 순간부터 정말 우리 오빠 길에는 좋은일, 긍정적인 일, 웃음이 가득한 일들만 기다리고 있길. 내가 흘린 눈물 몇배로 기쁜일들만 가득해서 입이 귀에 걸리는 시간들만 계속 있길.",화남
Ce2ux3ul5OX,"요즘도 이런 4가지없고 불친절한 업체가 있네요.
사이즈 잘 못 주문해서 반품하고 다시 주문하려니까 반품배송비가 12,500원.
그래서 업체에 전화해서 왜 이렇게 비싸냐고 12,500원이냐고 물으니 그냥 거기나온데로 하면된다고만 그것도 엄청 불친절하고 4가지없이.
그래서 그 이유가 알고 싶어서 묻는거라니까 그게 자기네 반품처리비라고.헐.
그래서 왜 이렇게 불친절하냐고 한마디하고 그냥 끊음.
바이오팩! 부자되세요~😡

#바이오팩 #불친절 #화남",화남
Ce0HDkTvHIN,"#엄마파업#strike#속상함#반찬다이어트#건강하게살빠지는중#화남#아침안줌#일상스타#아들스타#파프리카먹이기작전#

오늘 드디어 약간 속상해서 파업(?)을 해버렸다 ㅠㅠ

어제 반찬 다이어트를 하면서 먹지 않던 것을
시도해주고 있는 #요린이#엄마인데…
엄마의 노력의 배신하면서
파프리카의 냄새가 싫다고 먹지 않는
우리 아들 ㅠㅠ

그런데다가 설겆이 하는 사이에
아들 문제 푸는 것을 살짝 푸는 것을 봤더니
-계속 오지 말라고 하기에…궁금해서 ㅎㅎ-
답안지를 살짝 배끼고 있지 않더냐 ㅠㅠ
그 모습의 웃음이 났지만 그런 버릇은
고쳐야 하기에 엄하게 한다는 것이 ㅠㅠ
반찬을 제대로 먹지도 않던 것에 속상해서
그만 내가 화가 나서…그냥 모른척 해버리고..
아침에도 안깨우다 보니…
밥 준비 시간도 지나…아침에 핫도그 두개
먹이고 등교 시킴 ㅠㅠ

스트라이크 해놓고 집에 와서 잘까 하다…ㅠㅠ
애 아빠를 위해 사놓은 오이 두고 고민 하다
다시 #백종원오이소박이#준비하면서
파업 땡 ㅠㅠ
지금…비오는 거리에서 아이 나오기 기다리는 중 ㅠㅠㅎㅎㅎ

내가 어떻게든 #파프리카#먹인다…
파프리가 먹일 수 있는 방범 아시는 분 없을까요??ㅎㅎㅎ",화남
CemqsaqssIA,"흙도 뿌렸어야지...
.
.
#분노짤 #슬픈짤 #화남 #가정교육 #직장인 #직장인유머 #불금 #유머글 #꿀잼",화남
Cez5PnMrmUK,"#화남 😡



#첫구강검진
얌전히 잘했는데 충치발견😳

엑스레이 찍고 상태 확인 후
심해지전에 살짝 손보기👉👈

혹시 움직일까 꽁꽁 묶으니
인상 팍 쓰다가 뽀로로에 집중 ㅋㅋㅋ
너무 귀여워서 치료전 찰칵📷

처음온 치과라 엄청 긴장했는데
검진도 치료도 무덤덤하게
너무 잘해준 #쪼꼬미 💕
#넌그냥사랑이야 😘



#청라꾸러기치과 #치과방문 #구강검진
#양치잘하자 #고집불통 #최씨고집 #똥고집",화남
Ce3n8KPBE0K,"#옞오늘의일기
어제 폭우를 뚫고 아침으로 먹으려구 베이글 사러갔다..
아침이 되니 내 베이글은 동생 배에 있었다,,
극대노한 아침,, 내,,, ㅂ ㅔ ㅇ,,ㅣ 그,,ㄹ 내놔,,
.
#오브레멘 #베이글 #카페 #카페스타그램 #회전목마 #일상 #화남 #일상스타그램 #이야기 #공스타그램 #공스타 #좋반 #좋아요반사 #좋아요 #팔로우",화남
Ce0SZf3rPc_,"당신의 스트레스를
한번에 푸는 방법!

인생사 스트레스를
해결해줄
바로 그것✔✔

스트레스 받을때는!
호병골 매운 닭발로☝

------------------------
공장 대량생산 닭발이아닌
20년 경력의 ""닭발 장인""의
굳은 철학으로 만든
대한민국 최고의닭발
지금 바로 만나요💕💕💕",화남
Ceq-qWAP7U8,"열바다..너무열바다...
이때로 돌아가면 다른일로 열받앗겟지 ?

#잠못드는밤 #새벽글 #selca #selfie
#화남 #육아맘 #도치맘 #일상 #f4f
#셀기꾼 #me #부평 #맞팔 #소통해요
#엄마 #릴렉스 #진정 #굿밤 #혼술",화남
CeoxX8FPhaw,"분명 기분 좋았는데..
사진 어색😀
.
.
#화남 #화난거아님 #행복 #기쁨
#저 #신나 #신난다그램🎶 #카페 #카페스타그램 #분위기좋은카페 #분위기 #맛집 #평택 #cafe #selfie #얼굴 #셀카 #셀카그램 #셀카스타그램 #좋아요 #좋아요그램 #daily #dailylook #dailygram #ootd #green #원피스 #시스템 #주말 #주말일상",화남
CelKN8IMU01,#seoul_dog_life #seoul_dog_story #서울이 #개린이 #이제아기강아지아니네 #강아지 #강아지인스타그램 #강아지인스타 #강아지일상 #장난치다가 #혼나는중 #금동이 #화남 #😡 #🐶 요새 자꾸 서울이가 금동이 꼬리와 발을 물려고 해요;; 금동이도 참다 못해 결국 화를 냈어요 하지만 우리 개린이 서울이는 기죽지 않아요😅 금동이 누나 괴롭히지마 ㅠㅠ,화남
CegU4UKPeKV,"꺼져

#인생글귀 #화난글귀 #감정글귀 #감성글귀 #인생 #화남 #감정 #감성 #글귀",화남
Ce0SYNvBqcD,"기회는 자기 자신이 만드는 것이 아니라,
왔을 때 잡는 것입니다.
평소 투자분야의 관심이 많았지만
투자정보지식이 부족하거나,
원금손실의 대해 걱정을 가지고 계셨던
분들의 맞춤투자아이템을 소개해드리려합니다.
원금손실 걱정없는 안전한 투자, 지금 바로 시작하세요 !

#감성 #생각 #화남 #점심 #오늘 #데일리 #일상 #섹시한 #각선미 #다리 #섹시미#몸스타그램 #몸매 #다리스타들만 #하람 #부르마 #수영복 #몸매 #눈호강 #아름다움#남자신음 #여자신음 #섹스타그램#섹코드#섹스타그램
#일탈계정 #디엠할사람 #ㅍㅅ #가슴 #일탈 #몸매 #스타킹 #검스",화남
